Customer Age,Product Purchased,Ticket Type,Ticket Subject,Ticket Priority,Ticket Channel,incumplio_sla
32,HP Pavilion,Cancellation request,Product setup,Critical,Chat,1
21,Microsoft Xbox Controller,Product inquiry,Peripheral compatibility,High,Social media,1
63,Autodesk AutoCAD,Refund request,Product recommendation,Medium,Phone,1
44,Microsoft Office,Refund request,Software bug,Low,Email,0
24,Bose SoundLink Speaker,Billing inquiry,Delivery problem,High,Social media,0
63,Canon DSLR Camera,Cancellation request,Product setup,Critical,Chat,1
25,Bose QuietComfort,Refund request,Payment issue,High,Phone,0
24,Google Pixel,Product inquiry,Network problem,Medium,Social media,0
70,Canon DSLR Camera,Product inquiry,Software bug,Low,Email,0
28,LG Washing Machine,Product inquiry,Network problem,Low,Phone,0
40,Microsoft Surface,Refund request,Account access,Medium,Email,0
58,LG Washing Machine,Refund request,Battery life,Low,Email,0
39,GoPro Hero,Product inquiry,Account access,High,Chat,0
37,Canon EOS,Product inquiry,Account access,Medium,Chat,0
69,Nintendo Switch,Refund request,Refund request,Critical,Social media,1
49,Canon EOS,Refund request,Delivery problem,Medium,Email,0
52,Nikon D,Cancellation request,Payment issue,Critical,Phone,1
57,Samsung Galaxy,Refund request,Payment issue,Medium,Email,0
46,Roomba Robot Vacuum,Technical issue,Product compatibility,High,Chat,1
25,Canon EOS,Product inquiry,Network problem,Critical,Phone,0
19,Philips Hue Lights,Billing inquiry,Product compatibility,High,Social media,1
50,GoPro Hero,Technical issue,Battery life,Low,Phone,0
42,Dyson Vacuum Cleaner,Product inquiry,Delivery problem,High,Email,1
55,Nintendo Switch,Billing inquiry,Product compatibility,Low,Chat,0
45,Nest Thermostat,Billing inquiry,Account access,Critical,Phone,1
21,Microsoft Xbox Controller,Billing inquiry,Network problem,Low,Email,0
51,Nikon D,Technical issue,Product recommendation,Low,Social media,0
44,Xbox,Product inquiry,Product setup,Critical,Email,1
64,Fitbit Charge,Product inquiry,Product recommendation,Medium,Chat,0
22,Google Pixel,Refund request,Software bug,High,Chat,1
54,Fitbit Charge,Technical issue,Product recommendation,High,Chat,0
43,Lenovo ThinkPad,Technical issue,Data loss,Critical,Chat,0
24,PlayStation,Billing inquiry,Hardware issue,High,Chat,1
34,iPhone,Billing inquiry,Software bug,Low,Phone,0
36,HP Pavilion,Refund request,Network problem,Low,Email,0
67,Microsoft Office,Cancellation request,Software bug,Low,Social media,0
29,Fitbit Versa Smartwatch,Billing inquiry,Product setup,Critical,Chat,0
35,Amazon Echo,Refund request,Refund request,Medium,Phone,0
57,Microsoft Xbox Controller,Refund request,Display issue,Critical,Chat,1
58,LG Smart TV,Technical issue,Data loss,High,Phone,1
21,Autodesk AutoCAD,Refund request,Payment issue,Medium,Social media,0
60,iPhone,Cancellation request,Hardware issue,Low,Social media,0
58,PlayStation,Product inquiry,Delivery problem,Low,Chat,0
59,Google Nest,Billing inquiry,Network problem,Low,Phone,0
31,Amazon Kindle,Billing inquiry,Hardware issue,Low,Email,0
61,Nikon D,Billing inquiry,Network problem,Critical,Chat,0
19,Apple AirPods,Technical issue,Display issue,High,Chat,0
70,GoPro Hero,Cancellation request,Peripheral compatibility,Low,Email,0
20,Nikon D,Billing inquiry,Refund request,High,Email,1
69,Fitbit Versa Smartwatch,Product inquiry,Product recommendation,Medium,Social media,0
51,Asus ROG,Cancellation request,Product recommendation,Low,Email,0
32,PlayStation,Technical issue,Software bug,Critical,Chat,0
42,LG Washing Machine,Technical issue,Cancellation request,Critical,Email,0
52,GoPro Hero,Product inquiry,Product recommendation,High,Social media,1
38,Nintendo Switch,Technical issue,Network problem,Medium,Social media,1
47,HP Pavilion,Cancellation request,Data loss,Low,Phone,0
28,Samsung Galaxy,Billing inquiry,Payment issue,Critical,Phone,1
69,Sony Xperia,Product inquiry,Hardware issue,High,Phone,1
53,Microsoft Xbox Controller,Cancellation request,Cancellation request,Critical,Social media,1
26,Nikon D,Product inquiry,Peripheral compatibility,Medium,Chat,0
51,Asus ROG,Technical issue,Product setup,Medium,Chat,0
32,LG Washing Machine,Billing inquiry,Product recommendation,High,Social media,0
39,iPhone,Cancellation request,Hardware issue,Low,Social media,0
61,Apple AirPods,Billing inquiry,Hardware issue,High,Social media,0
61,LG Smart TV,Billing inquiry,Installation support,Critical,Phone,0
19,Samsung Galaxy,Refund request,Peripheral compatibility,Critical,Phone,1
56,Sony PlayStation,Refund request,Account access,Low,Email,0
27,Garmin Forerunner,Product inquiry,Software bug,Critical,Social media,0
26,Nikon D,Technical issue,Product recommendation,Critical,Chat,1
21,Samsung Soundbar,Product inquiry,Installation support,High,Email,0
23,Fitbit Versa Smartwatch,Cancellation request,Account access,Low,Phone,0
27,Nikon D,Billing inquiry,Account access,Low,Email,0
33,Bose SoundLink Speaker,Cancellation request,Product setup,Critical,Email,0
32,Roomba Robot Vacuum,Cancellation request,Account access,Medium,Social media,0
26,Dyson Vacuum Cleaner,Billing inquiry,Account access,Low,Social media,0
54,Amazon Echo,Billing inquiry,Software bug,Medium,Phone,0
20,Bose QuietComfort,Product inquiry,Hardware issue,Medium,Phone,0
63,Nintendo Switch Pro Controller,Billing inquiry,Cancellation request,Medium,Phone,0
68,Dyson Vacuum Cleaner,Refund request,Peripheral compatibility,Critical,Email,1
23,Canon DSLR Camera,Technical issue,Delivery problem,Low,Email,0
20,Sony Xperia,Billing inquiry,Data loss,Medium,Social media,1
33,Xbox,Billing inquiry,Installation support,Low,Phone,0
45,Google Pixel,Product inquiry,Cancellation request,Low,Phone,0
20,Google Nest,Billing inquiry,Display issue,Low,Chat,0
66,LG Washing Machine,Product inquiry,Delivery problem,Medium,Chat,0
46,Fitbit Charge,Technical issue,Delivery problem,Low,Social media,0
21,GoPro Action Camera,Cancellation request,Hardware issue,Medium,Email,0
28,Microsoft Office,Refund request,Network problem,Medium,Chat,1
26,Canon DSLR Camera,Refund request,Product recommendation,Medium,Chat,0
37,Dell XPS,Product inquiry,Peripheral compatibility,Medium,Phone,0
56,Bose SoundLink Speaker,Refund request,Data loss,Critical,Social media,1
21,Microsoft Office,Technical issue,Data loss,High,Chat,0
70,Nintendo Switch Pro Controller,Technical issue,Installation support,High,Phone,0
34,Philips Hue Lights,Cancellation request,Payment issue,High,Phone,1
37,Sony Xperia,Refund request,Software bug,High,Social media,1
19,Garmin Forerunner,Refund request,Software bug,Critical,Phone,0
57,Canon EOS,Refund request,Installation support,Critical,Email,0
41,LG Smart TV,Billing inquiry,Installation support,Low,Chat,0
56,Canon EOS,Product inquiry,Delivery problem,High,Social media,0
48,Lenovo ThinkPad,Technical issue,Network problem,Medium,Social media,1
19,Autodesk AutoCAD,Product inquiry,Cancellation request,Medium,Phone,0
49,Amazon Kindle,Refund request,Delivery problem,Low,Chat,0
48,Fitbit Charge,Refund request,Data loss,High,Email,0
32,PlayStation,Product inquiry,Network problem,Low,Social media,0
65,Dell XPS,Product inquiry,Payment issue,High,Chat,1
62,Garmin Forerunner,Cancellation request,Cancellation request,Critical,Email,1
51,Microsoft Surface,Billing inquiry,Product setup,Medium,Social media,0
56,Lenovo ThinkPad,Product inquiry,Product recommendation,Critical,Chat,0
63,LG OLED,Billing inquiry,Product setup,Low,Email,0
21,Samsung Soundbar,Technical issue,Installation support,High,Email,0
18,GoPro Hero,Billing inquiry,Payment issue,Critical,Email,1
41,Nintendo Switch,Technical issue,Peripheral compatibility,Critical,Social media,1
27,Samsung Galaxy,Refund request,Display issue,Low,Phone,0
47,Garmin Forerunner,Billing inquiry,Product compatibility,Low,Chat,0
56,Garmin Forerunner,Product inquiry,Installation support,Medium,Social media,1
57,Microsoft Office,Cancellation request,Display issue,Medium,Phone,1
44,MacBook Pro,Refund request,Cancellation request,Critical,Social media,1
43,Microsoft Xbox Controller,Billing inquiry,Delivery problem,Critical,Chat,0
56,Amazon Echo,Cancellation request,Product recommendation,Medium,Email,0
62,Garmin Forerunner,Billing inquiry,Battery life,Critical,Phone,1
46,Garmin Forerunner,Refund request,Network problem,High,Chat,0
34,Lenovo ThinkPad,Technical issue,Network problem,High,Social media,0
69,Asus ROG,Cancellation request,Hardware issue,Low,Phone,0
65,HP Pavilion,Cancellation request,Battery life,Critical,Phone,1
30,LG Smart TV,Billing inquiry,Installation support,Medium,Email,1
61,Sony 4K HDR TV,Cancellation request,Hardware issue,High,Chat,0
59,Dyson Vacuum Cleaner,Technical issue,Refund request,Medium,Social media,0
47,Asus ROG,Cancellation request,Account access,Low,Email,0
37,LG Washing Machine,Technical issue,Delivery problem,High,Social media,0
57,Roomba Robot Vacuum,Billing inquiry,Installation support,Critical,Phone,1
30,Amazon Echo,Product inquiry,Account access,Low,Social media,0
65,Lenovo ThinkPad,Billing inquiry,Hardware issue,Low,Chat,0
28,Asus ROG,Technical issue,Peripheral compatibility,Low,Email,0
25,Nintendo Switch Pro Controller,Refund request,Peripheral compatibility,Low,Phone,0
47,Adobe Photoshop,Technical issue,Payment issue,Medium,Phone,1
31,Philips Hue Lights,Billing inquiry,Network problem,High,Phone,1
70,Nikon D,Product inquiry,Battery life,High,Phone,0
45,Nest Thermostat,Refund request,Product recommendation,Medium,Phone,0
49,PlayStation,Refund request,Battery life,Medium,Phone,0
37,Fitbit Charge,Billing inquiry,Battery life,Critical,Phone,1
54,Microsoft Office,Cancellation request,Display issue,Critical,Chat,1
52,Fitbit Versa Smartwatch,Billing inquiry,Refund request,Medium,Email,1
57,Microsoft Office,Billing inquiry,Product setup,Medium,Phone,0
18,Roomba Robot Vacuum,Billing inquiry,Product recommendation,Low,Phone,0
27,Lenovo ThinkPad,Cancellation request,Network problem,Medium,Email,0
34,Amazon Kindle,Product inquiry,Cancellation request,Medium,Phone,1
68,GoPro Hero,Cancellation request,Network problem,Medium,Phone,0
59,Amazon Kindle,Billing inquiry,Refund request,Medium,Phone,1
32,Bose QuietComfort,Product inquiry,Product setup,Critical,Email,1
55,Samsung Galaxy,Technical issue,Peripheral compatibility,Critical,Chat,1
53,Canon EOS,Refund request,Account access,High,Social media,0
63,Sony 4K HDR TV,Billing inquiry,Data loss,Low,Phone,0
50,Adobe Photoshop,Technical issue,Refund request,Critical,Chat,1
46,LG OLED,Cancellation request,Hardware issue,Medium,Email,0
49,LG OLED,Product inquiry,Payment issue,Critical,Social media,0
63,Samsung Soundbar,Product inquiry,Payment issue,Low,Email,0
26,Bose SoundLink Speaker,Billing inquiry,Display issue,Critical,Social media,1
51,Amazon Echo,Billing inquiry,Hardware issue,Medium,Chat,0
23,GoPro Hero,Refund request,Refund request,Low,Social media,0
47,Amazon Echo,Technical issue,Product recommendation,Low,Email,0
65,HP Pavilion,Product inquiry,Network problem,Low,Social media,0
43,Sony Xperia,Cancellation request,Peripheral compatibility,Critical,Email,1
65,Philips Hue Lights,Billing inquiry,Data loss,Critical,Email,0
41,Xbox,Product inquiry,Cancellation request,High,Email,0
26,Xbox,Technical issue,Account access,High,Social media,0
44,Garmin Forerunner,Technical issue,Cancellation request,Low,Social media,0
70,Sony PlayStation,Cancellation request,Delivery problem,Medium,Social media,1
27,Bose QuietComfort,Cancellation request,Account access,Medium,Social media,0
34,Nikon D,Product inquiry,Account access,Medium,Social media,1
25,Bose SoundLink Speaker,Refund request,Software bug,Medium,Social media,1
62,GoPro Action Camera,Refund request,Product setup,Medium,Social media,0
42,GoPro Action Camera,Technical issue,Delivery problem,Critical,Chat,1
47,Sony Xperia,Billing inquiry,Display issue,High,Social media,0
63,Amazon Kindle,Product inquiry,Payment issue,Critical,Social media,0
64,Google Nest,Refund request,Data loss,Critical,Phone,1
23,Nikon D,Billing inquiry,Cancellation request,High,Social media,0
64,Adobe Photoshop,Product inquiry,Refund request,Critical,Social media,1
44,Nest Thermostat,Technical issue,Installation support,Medium,Social media,0
41,Xbox,Refund request,Software bug,High,Phone,1
55,Canon EOS,Billing inquiry,Payment issue,Medium,Social media,0
60,Samsung Galaxy,Technical issue,Data loss,High,Chat,0
23,Bose SoundLink Speaker,Product inquiry,Payment issue,Critical,Email,1
36,LG OLED,Refund request,Display issue,Low,Social media,0
51,Adobe Photoshop,Technical issue,Installation support,High,Social media,1
45,Roomba Robot Vacuum,Cancellation request,Account access,Critical,Email,0
62,Bose QuietComfort,Billing inquiry,Product setup,Low,Social media,0
49,Fitbit Charge,Product inquiry,Product recommendation,High,Social media,1
30,Fitbit Versa Smartwatch,Technical issue,Network problem,High,Email,0
35,GoPro Hero,Cancellation request,Hardware issue,Low,Phone,0
66,Sony PlayStation,Technical issue,Display issue,Low,Social media,0
18,LG Washing Machine,Technical issue,Product setup,Low,Social media,0
18,Samsung Galaxy,Refund request,Data loss,Medium,Email,1
65,Sony 4K HDR TV,Cancellation request,Hardware issue,Critical,Email,1
57,Philips Hue Lights,Technical issue,Network problem,High,Phone,1
44,Microsoft Office,Billing inquiry,Product compatibility,Low,Chat,0
20,Adobe Photoshop,Refund request,Cancellation request,Medium,Chat,0
59,Nest Thermostat,Product inquiry,Product recommendation,High,Email,0
34,Amazon Kindle,Technical issue,Refund request,Critical,Chat,1
62,Samsung Galaxy,Technical issue,Cancellation request,High,Chat,1
42,Roomba Robot Vacuum,Refund request,Installation support,High,Email,1
33,Adobe Photoshop,Product inquiry,Product compatibility,High,Phone,1
25,Sony PlayStation,Refund request,Product compatibility,Medium,Email,0
53,Xbox,Technical issue,Product recommendation,Critical,Social media,0
26,Amazon Kindle,Billing inquiry,Peripheral compatibility,Medium,Chat,0
55,Samsung Soundbar,Cancellation request,Software bug,Low,Chat,0
21,Sony 4K HDR TV,Cancellation request,Display issue,High,Phone,0
22,Samsung Galaxy,Cancellation request,Data loss,High,Email,0
26,Microsoft Surface,Technical issue,Refund request,High,Email,1
56,LG Washing Machine,Billing inquiry,Product setup,Medium,Email,1
69,Sony Xperia,Technical issue,Network problem,Low,Social media,0
28,iPhone,Refund request,Product recommendation,High,Social media,1
47,Dell XPS,Cancellation request,Account access,Critical,Phone,1
22,Nikon D,Refund request,Product setup,High,Phone,1
39,Dyson Vacuum Cleaner,Refund request,Peripheral compatibility,High,Email,0
23,Dell XPS,Technical issue,Network problem,High,Phone,0
43,Roomba Robot Vacuum,Refund request,Payment issue,Critical,Social media,1
51,Fitbit Versa Smartwatch,Billing inquiry,Cancellation request,Critical,Email,1
67,Microsoft Xbox Controller,Technical issue,Product setup,High,Email,0
36,Sony Xperia,Technical issue,Refund request,Low,Email,0
31,iPhone,Cancellation request,Refund request,Critical,Email,1
60,Canon EOS,Cancellation request,Account access,Medium,Phone,1
56,Dyson Vacuum Cleaner,Product inquiry,Hardware issue,Critical,Social media,0
52,PlayStation,Refund request,Battery life,High,Social media,0
31,Canon DSLR Camera,Cancellation request,Refund request,Critical,Chat,1
34,Google Nest,Technical issue,Software bug,Critical,Social media,1
53,LG Smart TV,Refund request,Network problem,Medium,Social media,0
69,Asus ROG,Technical issue,Cancellation request,High,Social media,1
68,iPhone,Cancellation request,Display issue,Low,Chat,0
64,Fitbit Charge,Refund request,Installation support,Critical,Email,1
57,MacBook Pro,Billing inquiry,Product recommendation,Critical,Social media,0
28,Canon EOS,Cancellation request,Software bug,Low,Email,0
44,Google Pixel,Technical issue,Software bug,High,Phone,0
61,LG OLED,Cancellation request,Network problem,Low,Email,0
19,HP Pavilion,Product inquiry,Network problem,Medium,Phone,0
70,Canon EOS,Technical issue,Battery life,High,Social media,0
19,LG Smart TV,Billing inquiry,Delivery problem,Critical,Phone,0
35,Adobe Photoshop,Refund request,Product compatibility,High,Email,0
70,Microsoft Xbox Controller,Refund request,Product recommendation,High,Social media,1
48,GoPro Hero,Refund request,Payment issue,Low,Social media,0
62,LG OLED,Billing inquiry,Software bug,High,Social media,1
63,PlayStation,Product inquiry,Refund request,Critical,Social media,1
22,Canon DSLR Camera,Billing inquiry,Delivery problem,Critical,Social media,1
